,,,,,,,,,,,,,,,,,,,,,,
Job Cost Analysis JTD,,,,,,,,,,,,,,,,"Wednesday, July 6, 2022",,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"  F      RTB  Buckle, Robert    17/11/2021 ",,,,,,,,38.00,,"6,840.00",,,,,,,,,,,,
B-Check.,,,,,,,,,,,,,,,,,,,,,,
"  F      RTB  Buckle, Robert    24/11/2021 ",,,,,,,,21.00,,"3,780.00",,,,,,,,,,,,
B-Check.,,,,,,,,,,,,,,,,,,,,,,
"  F      RTB  Buckle, Robert    01/12/2021 ",,,,,,,,3.50,,630.00,,,,,,,,,,,,
B-Check.,,,,,,,,,,,,,,,,,,,,,,
"  F      RTB  Buckle, Robert    08/12/2021 ",,,,,,,,19.00,,"3,420.00",,,,,,,,,,,,
B-Check.,,,,,,,,,,,,,,,,,,,,,,
Total for RTB,,,,,,,,214.00,,"38,520.00",,,,,,,,,,,,
"  F      RYP  Presland, Robert    23/02/2022 ",,,,,,,,2.00,,550.00,,,,,,,,,,,,
Abutment details meeting Matt/Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    02/03/2022 ",,,,,,,,1.00,,275.00,,,,,,,,,,,,
Disc w Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    16/03/2022 ",,,,,,,,.50,,137.50,,,,,,,,,,,,
Abutment pavement joint disc w Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    30/03/2022 ",,,,,,,,3.00,,825.00,,,,,,,,,,,,
"Alternate pile meeting
locate prev project examples & specs",,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    30/03/2022 ",,,,,,,,.50,,137.50,,,,,,,,,,,,
"Disc w Jools, pile design issues",,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    30/03/2022 ",,,,,,,,.50,,137.50,,,,,,,,,,,,
Pile plug design disc w Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    06/04/2022 ",,,,,,,,2.00,,550.00,,,,,,,,,,,,
Piling spec mtg and update,,,,,,,,,,,,,,,,,,,,,,
Total for RYP,,,,,,,,9.50,,"2,612.50",,,,,,,,,,,,
Total for Engineering ,,,,,,,,224.50,,"41,262.50",,,,,,,,,,,,
Total for Labour,,,,,,,,228.50,,"41,982.50",,,,,,,,,,,,
Total for 400,,,,,,,,228.50,,"41,982.50",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Financial Analysis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Fee:,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Cur Rect:,,
,,,Fee Billed,Consultant Billed,Reimb Billed,Other Billed,,,Total Billed,,Revenue,,Spent,,Variance,,Variance Pct,,,,,
,,,,,,,,,,,,,,,,,,,,AR:,,
,,Cur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Unbilled:,,
,,YTD,,,,,,,,,,,"41,983",,"(41,983)",,,,,,,
,,,,,,,,,,,,,,,,,,,,Real Ratio:,,
,,JTD,,,,,,,,,,,"41,983",,"(41,983)",,,,,,,
,,,,,,,,,,,,,,,,,,,,Rev Meth:,B,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Task Number: 500 External Review,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Labour,,,,,,,,,,,,,,,,,,,,,,
ENGIN Engineering,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    08/12/2021 ",,,,,,,,2.50,,437.50,,,,,,,,,,,,
"Chat with Lars, Finalise comments",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    08/12/2021 ",,,,,,,,4.00,,700.00,,,,,,,,,,,,
"Review Motts package, meeting with Geo",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    15/12/2021 ",,,,,,,,1.00,,175.00,,,,,,,,,,,,
Review Motts piping package,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    15/12/2021 ",,,,,,,,2.50,,437.50,,,,,,,,,,,,
"Review Piping drawings, Sid Documentation",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    09/02/2022 ",,,,,,,,4.00,,700.00,,,,,,,,,,,,
"Chat with Matt, Novare, Travis",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    09/02/2022 ",,,,,,,,2.00,,350.00,,,,,,,,,,,,
Prep review comments,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    09/02/2022 ",,,,,,,,1.00,,175.00,,,,,,,,,,,,
Review comments,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    16/02/2022 ",,,,,,,,1.50,,262.50,,,,,,,,,,,,
Chat through comments with Matt,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    16/02/2022 ",,,,,,,,2.50,,437.50,,,,,,,,,,,,
Review Comments,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    23/02/2022 ",,,,,,,,8.50,,"1,487.50",,,,,,,,,,,,
Review comment discussions,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    23/02/2022 ",,,,,,,,6.00,,"1,050.00",,,,,,,,,,,,
"Working through comments, updating documentation",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    02/03/2022 ",,,,,,,,12.00,,"2,100.00",,,,,,,,,,,,
Review Comments and updating documentation,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    02/03/2022 ",,,,,,,,5.00,,875.00,,,,,,,,,,,,
Updating documentation,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    23/03/2022 ",,,,,,,,1.00,,175.00,,,,,,,,,,,,
Geotech peer review meeting,,,,,,,,,,,,,,,,,,,,,,
Total for JCP,,,,,,,,53.50,,"9,362.50",,,,,,,,,,,,
"  F      WXS  Stolk, Willem    23/02/2022 ",,,,,,,,2.00,,310.00,,,,,,,,,,,,
Highgate Bridge - Peer review comment,,,,,,,,,,,,,,,,,,,,,,
"  F      WXS  Stolk, Willem    30/03/2022 ",,,,,,,,5.00,,775.00,,,,,,,,,,,,
Highgate - Piling reconfigurations - settlements,,,,,,,,,,,,,,,,,,,,,,
"  F      WXS  Stolk, Willem    13/04/2022 ",,,,,,,,1.00,,155.00,,,,,,,,,,,,
Highgate Bridge - Handover,,,,,,,,,,,,,,,,,,,,,,
"  F      WXS  Stolk, Willem    13/04/2022 ",,,,,,,,2.00,,310.00,,,,,,,,,,,,
Highgate Bridge - PS1 prep,,,,,,,,,,,,,,,,,,,,,,
"  F      WXS  Stolk, Willem    13/04/2022 ",,,,,,,,1.00,,155.00,,,,,,,,,,,,
Highgate Bridge - PS1 signing,,,,,,,,,,,,,,,,,,,,,,
"  F      WXS  Stolk, Willem    27/04/2022 ",,,,,,,,1.00,,155.00,,,,,,,,,,,,
Highgate bridge - Geotech peer review meeting,,,,,,,,,,,,,,,,,,,,,,
" * T      WXS  Stolk, Willem    06/04/2022 ",,,,,,,,1.00,,155.00,,,,,,,,,,,,
Highgate - Street Light Integration,,,,,,,,,,,,,,,,,,,,,,
" * T      WXS  Stolk, Willem    06/04/2022 ",,,,,,,,-1.00,,(155.00),,,,,,,,,,,,
Highgate - Street Light Integration,,,,,,,,,,,,,,,,,,,,,,
" * T      WXS  Stolk, Willem    20/04/2022 ",,,,,,,,.50,,77.50,,,,,,,,,,,,
Highgate - BC Pre-app meeting,,,,,,,,,,,,,,,,,,,,,,
" * T      WXS  Stolk, Willem    20/04/2022 ",,,,,,,,-.50,,(77.50),,,,,,,,,,,,
Highgate - BC Pre-app meeting,,,,,,,,,,,,,,,,,,,,,,
Total for WXS,,,,,,,,12.00,,"1,860.00",,,,,,,,,,,,
Total for Engineering ,,,,,,,,65.50,,"11,222.50",,,,,,,,,,,,
Total for Labour,,,,,,,,65.50,,"11,222.50",,,,,,,,,,,,
Total for 500,,,,,,,,65.50,,"11,222.50",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Financial Analysis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Fee:,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Cur Rect:,,
,,,Fee Billed,Consultant Billed,Reimb Billed,Other Billed,,,Total Billed,,Revenue,,Spent,,Variance,,Variance Pct,,,,,
,,,,,,,,,,,,,,,,,,,,AR:,,
,,Cur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Unbilled:,,
,,YTD,,,,,,,,,,,"11,223",,"(11,223)",,,,,,,
,,,,,,,,,,,,,,,,,,,,Real Ratio:,,
,,JTD,,,,,,,,,,,"11,223",,"(11,223)",,,,,,,
,,,,,,,,,,,,,,,,,,,,Rev Meth:,B,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Task Number: 601 Engineering,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Labour,,,,,,,,,,,,,,,,,,,,,,
ENGIN Engineering,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    04/08/2021 ",,,,,,,,2.50,,250.00,,,,,,,,,,,,
"Briefing (1 hr)
Reviewing developed design (1.5 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    11/08/2021 ",,,,,,,,10.00,,"1,000.00",,,,,,,,,,,,
Abutment bank seat design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    11/08/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
Abutment bank seat design and settlement slab design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    11/08/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
Settlement slab and corbel design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    11/08/2021 ",,,,,,,,4.00,,400.00,,,,,,,,,,,,
Settlement slab design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    18/08/2021 ",,,,,,,,5.50,,550.00,,,,,,,,,,,,
Barrier design and substructure analysis set-up,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    18/08/2021 ",,,,,,,,2.50,,250.00,,,,,,,,,,,,
Corbel and barrier design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    18/08/2021 ",,,,,,,,3.50,,350.00,,,,,,,,,,,,
Corbel design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    18/08/2021 ",,,,,,,,5.50,,550.00,,,,,,,,,,,,
Substructure analysis set-up,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    25/08/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
"Meeting (1 hr)
Substructure analysis model and abutment calcs (5.5 hr)
",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    25/08/2021 ",,,,,,,,6.00,,600.00,,,,,,,,,,,,
Abutment design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    25/08/2021 ",,,,,,,,19.50,,"1,950.00",,,,,,,,,,,,
Substructure analysis model,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    01/09/2021 ",,,,,,,,2.00,,200.00,,,,,,,,,,,,
Abutment calc closeout,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    01/09/2021 ",,,,,,,,11.00,,"1,100.00",,,,,,,,,,,,
Analysis model and abutment design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    01/09/2021 ",,,,,,,,3.00,,300.00,,,,,,,,,,,,
Substructure analysis model,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    08/09/2021 ",,,,,,,,6.00,,600.00,,,,,,,,,,,,
"Drawings review meeting (1 hr)
Transverse seismic analysis (5 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    08/09/2021 ",,,,,,,,24.50,,"2,450.00",,,,,,,,,,,,
Transverse seismic analysis,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    15/09/2021 ",,,,,,,,19.00,,"1,900.00",,,,,,,,,,,,
Substructure analysis and design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    15/09/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
"Substructure analysis and design (5.5 hr)
Meeting (1 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    22/09/2021 ",,,,,,,,6.00,,600.00,,,,,,,,,,,,
"Meetings (3 hr)
Substructure design (3 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    22/09/2021 ",,,,,,,,21.00,,"2,100.00",,,,,,,,,,,,
Substructure design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    22/09/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
"Substructure design (6.5 hr)
Seismic philosophy meeting (1 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    29/09/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
"Meeting ( 1hr)
Superstructure checks

",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    29/09/2021 ",,,,,,,,6.00,,600.00,,,,,,,,,,,,
Substructure design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    29/09/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
"Substructure design (3 hr)
Superstructure checks (4.5 hr)
",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    29/09/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
"Superstructure checks (vibration, buckling)

",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    29/09/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
Superstructure checks and design report,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    06/10/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
"Meeting ( 1 hr)
Superstructure design items (5.5 hr)
",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    06/10/2021 ",,,,,,,,27.50,,"2,750.00",,,,,,,,,,,,
Superstructure design items,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    13/10/2021 ",,,,,,,,12.50,,"1,250.00",,,,,,,,,,,,
Abutment bearing design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    13/10/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
Abutment shear key design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    13/10/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
"Meeting (1 hr)
Abutment shear key design (5.5 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    13/10/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
"Settlement slab closeout (1.5 hr)
Cheek wall design (5 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    20/10/2021 ",,,,,,,,6.00,,600.00,,,,,,,,,,,,
Abutment transom seismic restraint design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    20/10/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
Cheek wall design,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    20/10/2021 ",,,,,,,,15.00,,"1,500.00",,,,,,,,,,,,
Cheek wall design and drawing mark-ups,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    20/10/2021 ",,,,,,,,5.50,,550.00,,,,,,,,,,,,
"Meeting (1 hr)
Abutment transom seismic restraint design (4.5 hr)",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    27/10/2021 ",,,,,,,,15.00,,"1,500.00",,,,,,,,,,,,
Abutment transom seismic restraint and other closeout,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    27/10/2021 ",,,,,,,,6.50,,650.00,,,,,,,,,,,,
Closeout of design items.,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    27/10/2021 ",,,,,,,,5.50,,550.00,,,,,,,,,,,,
"Meeting (1 hr)
Abutment transom seismic restraint and other closeout (4.5 hr)
",,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    03/11/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
Design closeout,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    03/11/2021 ",,,,,,,,7.50,,750.00,,,,,,,,,,,,
Design closeout and departure,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    03/11/2021 ",,,,,,,,1.00,,100.00,,,,,,,,,,,,
Meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    10/11/2021 ",,,,,,,,1.50,,150.00,,,,,,,,,,,,
Departure for collision loading,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    10/11/2021 ",,,,,,,,3.50,,350.00,,,,,,,,,,,,
Drawing mark-ups and seismic restraint design change,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    17/11/2021 ",,,,,,,,1.50,,150.00,,,,,,,,,,,,
Design closeout,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    17/11/2021 ",,,,,,,,3.50,,350.00,,,,,,,,,,,,
Seismic restraint closeout,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    24/11/2021 ",,,,,,,,9.50,,950.00,,,,,,,,,,,,
Design closeout,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    01/12/2021 ",,,,,,,,2.50,,250.00,,,,,,,,,,,,
Design closeout,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    16/02/2022 ",,,,,,,,1.00,,100.00,,,,,,,,,,,,
Peer review comments,,,,,,,,,,,,,,,,,,,,,,
"  F      AAR  Rundle, Adam    16/03/2022 ",,,,,,,,2.50,,250.00,,,,,,,,,,,,
Re-run seismic analysis with undrained springs,,,,,,,,,,,,,,,,,,,,,,
Total for AAR,,,,,,,,390.50,,"39,050.00",,,,,,,,,,,,
"  F      GXA  Adhikari, Gopal    15/09/2021 ",,,,,,,,3.00,,600.00,,,,,,,,,,,,
Design related discussion,,,,,,,,,,,,,,,,,,,,,,
"  F      GXA  Adhikari, Gopal    15/09/2021 ",,,,,,,,1.00,,200.00,,,,,,,,,,,,
Discussion with Adam related to transverse seismic design ,,,,,,,,,,,,,,,,,,,,,,
"  F      GXA  Adhikari, Gopal    06/10/2021 ",,,,,,,,5.00,,"1,000.00",,,,,,,,,,,,
Discussion with Jools related to backwall design,,,,,,,,,,,,,,,,,,,,,,
Total for GXA,,,,,,,,9.00,,"1,800.00",,,,,,,,,,,,
"  F      JCP  Peters, Jools    25/08/2021 ",,,,,,,,2.50,,325.00,,,,,,,,,,,,
Substructure,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    25/08/2021 ",,,,,,,,4.50,,585.00,,,,,,,,,,,,
Substructure / abutment design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    25/08/2021 ",,,,,,,,4.50,,585.00,,,,,,,,,,,,
Substructure optioneering,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    01/09/2021 ",,,,,,,,9.00,,"1,575.00",,,,,,,,,,,,
substructure / abutment design ,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    01/09/2021 ",,,,,,,,10.00,,"1,750.00",,,,,,,,,,,,
Substructure and abutment design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    08/09/2021 ",,,,,,,,5.00,,875.00,,,,,,,,,,,,
Ratcheting design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    08/09/2021 ",,,,,,,,4.00,,700.00,,,,,,,,,,,,
"Ratcheting, chat with Rob",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    08/09/2021 ",,,,,,,,13.50,,"2,362.50",,,,,,,,,,,,
Substructure Design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    15/09/2021 ",,,,,,,,9.50,,"1,662.50",,,,,,,,,,,,
Backwall design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    15/09/2021 ",,,,,,,,7.00,,"1,225.00",,,,,,,,,,,,
Substructure Design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    22/09/2021 ",,,,,,,,10.50,,"1,837.50",,,,,,,,,,,,
Substructure / backwall design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    29/09/2021 ",,,,,,,,6.00,,"1,050.00",,,,,,,,,,,,
Backwall Design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    29/09/2021 ",,,,,,,,5.50,,962.50,,,,,,,,,,,,
Backwall Design ,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    29/09/2021 ",,,,,,,,1.50,,262.50,,,,,,,,,,,,
"Backwall Design

",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    29/09/2021 ",,,,,,,,5.00,,875.00,,,,,,,,,,,,
Coordination and discussions on substructure,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    06/10/2021 ",,,,,,,,6.00,,"1,050.00",,,,,,,,,,,,
backwall + ,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    06/10/2021 ",,,,,,,,19.00,,"3,325.00",,,,,,,,,,,,
Backwall Design,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    13/10/2021 ",,,,,,,,3.00,,525.00,,,,,,,,,,,,
abutment details,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    13/10/2021 ",,,,,,,,4.00,,700.00,,,,,,,,,,,,
Abutment sketches,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    13/10/2021 ",,,,,,,,7.50,,"1,312.50",,,,,,,,,,,,
"Backwall, general discussions, coordinations",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    13/10/2021 ",,,,,,,,3.50,,612.50,,,,,,,,,,,,
"Girder embedment. Sealant, bearing detailing",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    13/10/2021 ",,,,,,,,4.50,,787.50,,,,,,,,,,,,
"Progress various design elements. Departure discussions, bearing, sealant, drainage etc",,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    20/10/2021 ",,,,,,,,2.00,,350.00,,,,,,,,,,,,
Backwall sketches,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    20/10/2021 ",,,,,,,,13.00,,"2,275.00",,,,,,,,,,,,
girder embedment design and detailing,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    20/10/2021 ",,,,,,,,1.50,,262.50,,,,,,,,,,,,
Review Drawings,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    03/11/2021 ",,,,,,,,2.50,,437.50,,,,,,,,,,,,
Calc tidy up,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    01/12/2021 ",,,,,,,,5.50,,962.50,,,,,,,,,,,,
Barrier Drainage slots detailing. Barrier transitions,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    08/12/2021 ",,,,,,,,3.00,,525.00,,,,,,,,,,,,
Abutment movement joint discussions,,,,,,,,,,,,,,,,,,,,,,
"  F      JCP  Peters, Jools    08/12/2021 ",,,,,,,,3.00,,525.00,,,,,,,,,,,,
Barrier movement joint. additional drawings,,,,,,,,,,,,,,,,,,,,,,
Total for JCP,,,,,,,,176.00,,"30,282.50",,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    16/06/2021 ",,,,,,,,1.00,,205.00,,,,,,,,,,,,
gas pipe,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    16/06/2021 ",,,,,,,,2.00,,410.00,,,,,,,,,,,,
Planning and discussion with Willem. Urban Design,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    23/06/2021 ",,,,,,,,1.00,,205.00,,,,,,,,,,,,
Clarifying design assumptions to Willem,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    23/06/2021 ",,,,,,,,.50,,102.50,,,,,,,,,,,,
Deck pour sequence,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    23/06/2021 ",,,,,,,,.50,,102.50,,,,,,,,,,,,
Planning,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    23/06/2021 ",,,,,,,,2.50,,512.50,,,,,,,,,,,,
Programming. Answering Willems queries,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    30/06/2021 ",,,,,,,,1.00,,205.00,,,,,,,,,,,,
Kickoff meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    30/06/2021 ",,,,,,,,1.00,,205.00,,,,,,,,,,,,
Urban design and clarifying design assumptions with Willem,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    07/07/2021 ",,,,,,,,1.00,,205.00,,,,,,,,,,,,
Assisting Willem girder design,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    14/07/2021 ",,,,,,,,2.50,,512.50,,,,,,,,,,,,
girder hog regions,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    14/07/2021 ",,,,,,,,3.00,,615.00,,,,,,,,,,,,
Shrinkage and girder design,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    28/07/2021 ",,,,,,,,1.00,,205.00,,,,,,,,,,,,
Catchup with Willem. Shear studs,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    28/07/2021 ",,,,,,,,.50,,102.50,,,,,,,,,,,,
Deck,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    28/07/2021 ",,,,,,,,1.50,,307.50,,,,,,,,,,,,
Meeting and catching up on emails,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    18/08/2021 ",,,,,,,,1.50,,307.50,,,,,,,,,,,,
Meeting. Reviewing Willems work,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    18/08/2021 ",,,,,,,,1.50,,307.50,,,,,,,,,,,,
Splice memo & Shear studs,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    25/08/2021 ",,,,,,,,4.25,,871.25,,,,,,,,,,,,
Barriers discussions will Willem and Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      MGI  Ireland, Matthew    25/08/2021 ",,,,,,,,2.50,,512.50,,,,,,,,,,,,
